{'distance': 0, 'elevation': 0, 'calories': 18.80392074584961, 'pulse': '80', 'floors': 0, 'bp': '117/03', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.556499481201172, 'pulse': '90', 'floors': 0, 'bp': '97/30', 'steps': 0}
{'distance': 0.007269999943673611, 'elevation': 0, 'calories': 20.288440704345703, 'pulse': '150', 'floors': 0, 'bp': '156/53', 'steps': 10}
{'distance': 0, 'elevation': 0, 'calories': 18.556499481201172, 'pulse': '91', 'floors': 0, 'bp': '77/05', 'steps': 0}
{'distance': 0.0058200000785291195, 'elevation': 0, 'calories': 20.288440704345703, 'pulse': 200, 'floors': 0, 'bp': '171/38', 'steps': 8}
{'distance': 0, 'elevation': 0, 'calories': 18.556499481201172, 'pulse': '97', 'floors': 0, 'bp': '83/29', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.556499481201172, 'pulse': 200, 'floors': 0, 'bp': '124/93', 'steps': 0}
{'distance': 0.003640000009909272, 'elevation': 0, 'calories': 21.278120040893555, 'pulse': '89', 'floors': 0, 'bp': '90/71', 'steps': 5}
{'distance': 0, 'elevation': 0, 'calories': 18.68021011352539, 'pulse': 200, 'floors': 0, 'bp': '171/24', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.556499481201172, 'pulse': '80', 'floors': 0, 'bp': '141/09', 'steps': 0}
{'distance': 0.0029100000392645597, 'elevation': 0, 'calories': 20.288440704345703, 'pulse': 200, 'floors': 0, 'bp': '94/71', 'steps': 4}
{'distance': 0, 'elevation': 0, 'calories': 18.68021011352539, 'pulse': '165', 'floors': 0, 'bp': '179/98', 'steps': 0}
{'distance': 0.005090000107884407, 'elevation': 0, 'calories': 20.90699005126953, 'pulse': 200, 'floors': 0, 'bp': '81/40', 'steps': 7}
{'distance': 0, 'elevation': 0, 'calories': 18.80392074584961, 'pulse': 200, 'floors': 0, 'bp': '76/94', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.556499481201172, 'pulse': 200, 'floors': 0, 'bp': '95/51', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.556499481201172, 'pulse': '84', 'floors': 0, 'bp': '90/48', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.556499481201172, 'pulse': '90', 'floors': 0, 'bp': '162/46', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.68021011352539, 'pulse': 200, 'floors': 0, 'bp': '162/32', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.556499481201172, 'pulse': '93', 'floors': 0, 'bp': '86/57', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.556499481201172, 'pulse': '83', 'floors': 0, 'bp': '98/95', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.80392074584961, 'pulse': 200, 'floors': 0, 'bp': '92/30', 'steps': 0}
{'distance': 0.05090000107884407, 'elevation': 0, 'calories': 27.09248924255371, 'pulse': '97', 'floors': 0, 'bp': '130/68', 'steps': 70}
{'distance': 0, 'elevation': 0, 'calories': 18.556499481201172, 'pulse': '83', 'floors': 0, 'bp': '183/98', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.68021011352539, 'pulse': '190', 'floors': 0, 'bp': '89/11', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.68021011352539, 'pulse': '87', 'floors': 0, 'bp': '135/71', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.556499481201172, 'pulse': '113', 'floors': 0, 'bp': '71/23', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.68021011352539, 'pulse': 200, 'floors': 0, 'bp': '138/97', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.556499481201172, 'pulse': '98', 'floors': 0, 'bp': '96/88', 'steps': 0}
{'distance': 0.004360000137239695, 'elevation': 0, 'calories': 20.41214942932129, 'pulse': '92', 'floors': 0, 'bp': '75/81', 'steps': 6}
{'distance': 0, 'elevation': 0, 'calories': 18.556499481201172, 'pulse': '83', 'floors': 0, 'bp': '90/28', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.556499481201172, 'pulse': 200, 'floors': 0, 'bp': '80/23', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.68021011352539, 'pulse': '157', 'floors': 0, 'bp': '185/90', 'steps': 0}
{'distance': 0.08143000304698944, 'elevation': 0, 'calories': 32.41202163696289, 'pulse': 200, 'floors': 0, 'bp': '80/12', 'steps': 112}
{'distance': 0.01816999912261963, 'elevation': 0, 'calories': 24.98941993713379, 'pulse': '91', 'floors': 0, 'bp': '99/34', 'steps': 25}
{'distance': 0.044349998235702515, 'elevation': 0, 'calories': 29.937820434570312, 'pulse': '92', 'floors': 0, 'bp': '94/73', 'steps': 61}
{'distance': 0.05014999955892563, 'elevation': 0, 'calories': 33.15428161621094, 'pulse': '129', 'floors': 0, 'bp': '99/04', 'steps': 69}
{'distance': 0.09160999953746796, 'elevation': 0, 'calories': 38.59751892089844, 'pulse': '111', 'floors': 0, 'bp': '85/45', 'steps': 126}
{'distance': 0.1228799968957901, 'elevation': 3.0480000972747803, 'calories': 39.58720016479492, 'pulse': '103', 'floors': 1, 'bp': '154/70', 'steps': 169}
{'distance': 0.025450000539422035, 'elevation': 0, 'calories': 26.226520538330078, 'pulse': '97', 'floors': 0, 'bp': '137/03', 'steps': 35}
{'distance': 0.07124999910593033, 'elevation': 0, 'calories': 39.339778900146484, 'pulse': 200, 'floors': 0, 'bp': '80/62', 'steps': 98}
{'distance': 0, 'elevation': 0, 'calories': 22.886350631713867, 'pulse': '199', 'floors': 0, 'bp': '95/86', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 22.886350631713867, 'pulse': '81', 'floors': 0, 'bp': '77/83', 'steps': 0}
{'distance': 0.03271999955177307, 'elevation': 0, 'calories': 27.33991050720215, 'pulse': 200, 'floors': 0, 'bp': '92/76', 'steps': 45}
{'distance': 0, 'elevation': 0, 'calories': 22.515220642089844, 'pulse': 200, 'floors': 0, 'bp': '74/61', 'steps': 0}
{'distance': 0.012360000051558018, 'elevation': 0, 'calories': 24.618289947509766, 'pulse': '93', 'floors': 0, 'bp': '70/16', 'steps': 17}
{'distance': 0.09160999953746796, 'elevation': 0, 'calories': 32.040889739990234, 'pulse': 200, 'floors': 0, 'bp': '168/77', 'steps': 126}
{'distance': 0.07997000217437744, 'elevation': 0, 'calories': 32.535728454589844, 'pulse': 200, 'floors': 0, 'bp': '70/12', 'steps': 110}
{'distance': 0.0348999984562397, 'elevation': 0, 'calories': 25.360549926757812, 'pulse': '84', 'floors': 0, 'bp': '74/24', 'steps': 48}
{'distance': 0.11269000172615051, 'elevation': 0, 'calories': 40.20574951171875, 'pulse': '80', 'floors': 0, 'bp': '192/06', 'steps': 155}
{'distance': 0.049430001527071, 'elevation': 0, 'calories': 33.15428161621094, 'pulse': 200, 'floors': 0, 'bp': '114/13', 'steps': 68}
{'distance': 0.06616999953985214, 'elevation': 0, 'calories': 35.00992965698242, 'pulse': 200, 'floors': 0, 'bp': '84/64', 'steps': 91}
{'distance': 0, 'elevation': 0, 'calories': 23.010059356689453, 'pulse': 200, 'floors': 0, 'bp': '86/97', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 22.14409065246582, 'pulse': '176', 'floors': 0, 'bp': '76/71', 'steps': 0}
{'distance': 0.003640000009909272, 'elevation': 0, 'calories': 26.350229263305664, 'pulse': '173', 'floors': 0, 'bp': '94/10', 'steps': 5}
{'distance': 0.007269999943673611, 'elevation': 0, 'calories': 24.618289947509766, 'pulse': 200, 'floors': 0, 'bp': '97/73', 'steps': 10}
{'distance': 0.009449999779462814, 'elevation': 0, 'calories': 24.742000579833984, 'pulse': 200, 'floors': 0, 'bp': '110/18', 'steps': 13}
{'distance': 0.015990000218153, 'elevation': 0, 'calories': 25.607969284057617, 'pulse': '95', 'floors': 0, 'bp': '137/09', 'steps': 22}
{'distance': 0, 'elevation': 0, 'calories': 22.63892936706543, 'pulse': 200, 'floors': 0, 'bp': '87/59', 'steps': 0}
