{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '171', 'floors': 0, 'bp': '144/03', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '157', 'floors': 0, 'bp': '78/69', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '91', 'floors': 0, 'bp': '81/91', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '170', 'floors': 0, 'bp': '88/39', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '166', 'floors': 0, 'bp': '95/66', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': 200, 'floors': 0, 'bp': '90/99', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '165', 'floors': 0, 'bp': '72/54', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': 200, 'floors': 0, 'bp': '88/52', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '162', 'floors': 0, 'bp': '173/09', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '154', 'floors': 0, 'bp': '127/31', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '147', 'floors': 0, 'bp': '173/62', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': 200, 'floors': 0, 'bp': '98/97', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '157', 'floors': 0, 'bp': '101/56', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': 200, 'floors': 0, 'bp': '134/04', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '87', 'floors': 0, 'bp': '100/27', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': 200, 'floors': 0, 'bp': '78/09', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '88', 'floors': 0, 'bp': '94/31', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '164', 'floors': 0, 'bp': '72/96', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '86', 'floors': 0, 'bp': '85/19', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.558000564575195, 'pulse': '175', 'floors': 0, 'bp': '187/64', 'steps': 0}
