{'distance': 0, 'elevation': 0, 'calories': 23.00634002685547, 'pulse': '190', 'floors': 0, 'bp': '144/25', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 20.285160064697266, 'pulse': '94', 'floors': 0, 'bp': '78/07', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 19.543020248413086, 'pulse': '171', 'floors': 0, 'bp': '148/72', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.67719078063965, 'pulse': '86', 'floors': 0, 'bp': '99/55', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 19.419330596923828, 'pulse': 200, 'floors': 0, 'bp': '108/14', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 20.656230926513672, 'pulse': '84', 'floors': 0, 'bp': '181/53', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 19.91408920288086, 'pulse': 200, 'floors': 0, 'bp': '195/78', 'steps': 0}
{'distance': 0.023259999230504036, 'elevation': 0, 'calories': 26.098590850830078, 'pulse': '83', 'floors': 0, 'bp': '100/52', 'steps': 32}
{'distance': 0.042169999331235886, 'elevation': 3.0480000972747803, 'calories': 30.4277400970459, 'pulse': 200, 'floors': 1, 'bp': '199/50', 'steps': 58}
{'distance': 0, 'elevation': 0, 'calories': 18.67719078063965, 'pulse': '95', 'floors': 0, 'bp': '112/97', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 19.048259735107422, 'pulse': '90', 'floors': 0, 'bp': '147/28', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': 200, 'floors': 0, 'bp': '143/64', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': 200, 'floors': 0, 'bp': '91/80', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.67719078063965, 'pulse': 200, 'floors': 0, 'bp': '198/75', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '88', 'floors': 0, 'bp': '86/70', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '91', 'floors': 0, 'bp': '100/89', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.67719078063965, 'pulse': '92', 'floors': 0, 'bp': '81/64', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': 200, 'floors': 0, 'bp': '91/75', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': 200, 'floors': 0, 'bp': '162/23', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 19.17194938659668, 'pulse': 200, 'floors': 0, 'bp': '172/92', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '104', 'floors': 0, 'bp': '159/52', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.67719078063965, 'pulse': '186', 'floors': 0, 'bp': '160/06', 'steps': 0}
{'distance': 0.005090000107884407, 'elevation': 0, 'calories': 20.285160064697266, 'pulse': '132', 'floors': 0, 'bp': '96/56', 'steps': 7}
{'distance': 0, 'elevation': 0, 'calories': 18.67719078063965, 'pulse': '91', 'floors': 0, 'bp': '73/37', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '197', 'floors': 0, 'bp': '96/70', 'steps': 0}
{'distance': 0.0058200000785291195, 'elevation': 0, 'calories': 20.285160064697266, 'pulse': 200, 'floors': 0, 'bp': '91/78', 'steps': 8}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '97', 'floors': 0, 'bp': '71/31', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': 200, 'floors': 0, 'bp': '98/18', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 19.543020248413086, 'pulse': 200, 'floors': 0, 'bp': '98/92', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '170', 'floors': 0, 'bp': '157/89', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.67719078063965, 'pulse': '87', 'floors': 0, 'bp': '130/72', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.67719078063965, 'pulse': '191', 'floors': 0, 'bp': '101/67', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '130', 'floors': 0, 'bp': '94/81', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 27.95393943786621, 'pulse': 200, 'floors': 0, 'bp': '96/07', 'steps': 0}
{'distance': 0.009449999779462814, 'elevation': 0, 'calories': 22.26420021057129, 'pulse': '94', 'floors': 0, 'bp': '174/46', 'steps': 13}
{'distance': 0.1817300021648407, 'elevation': 0, 'calories': 47.8680305480957, 'pulse': '82', 'floors': 0, 'bp': '81/62', 'steps': 250}
{'distance': 0.030540000647306442, 'elevation': 0, 'calories': 25.727519989013672, 'pulse': '87', 'floors': 0, 'bp': '99/58', 'steps': 42}
{'distance': 0.24137000739574432, 'elevation': 0, 'calories': 50.83658981323242, 'pulse': '83', 'floors': 0, 'bp': '158/25', 'steps': 332}
{'distance': 0.039250001311302185, 'elevation': 0, 'calories': 28.325010299682617, 'pulse': 200, 'floors': 0, 'bp': '143/80', 'steps': 54}
{'distance': 0.00800000037997961, 'elevation': 0, 'calories': 25.85120964050293, 'pulse': '98', 'floors': 0, 'bp': '70/35', 'steps': 11}
{'distance': 0.21663999557495117, 'elevation': 3.0480000972747803, 'calories': 42.301979064941406, 'pulse': '178', 'floors': 1, 'bp': '96/73', 'steps': 298}
{'distance': 0, 'elevation': 0, 'calories': 22.635269165039062, 'pulse': '152', 'floors': 0, 'bp': '103/25', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 21.769439697265625, 'pulse': '174', 'floors': 0, 'bp': '85/14', 'steps': 0}
{'distance': 0.03708000108599663, 'elevation': 0, 'calories': 25.603830337524414, 'pulse': 200, 'floors': 0, 'bp': '91/22', 'steps': 51}
{'distance': 0.1701200008392334, 'elevation': 3.0480000972747803, 'calories': 39.2097282409668, 'pulse': '163', 'floors': 1, 'bp': '179/77', 'steps': 234}
{'distance': 0.004360000137239695, 'elevation': 0, 'calories': 24.490619659423828, 'pulse': '97', 'floors': 0, 'bp': '82/88', 'steps': 6}
{'distance': 0.41367000341415405, 'elevation': 0, 'calories': 63.57666015625, 'pulse': 200, 'floors': 0, 'bp': '181/68', 'steps': 569}
{'distance': 0, 'elevation': 0, 'calories': 19.29564094543457, 'pulse': 200, 'floors': 0, 'bp': '73/70', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 19.048259735107422, 'pulse': '152', 'floors': 0, 'bp': '117/32', 'steps': 0}
{'distance': 0.01090999972075224, 'elevation': 0, 'calories': 22.511579513549805, 'pulse': '190', 'floors': 0, 'bp': '178/37', 'steps': 15}
{'distance': 0.01817999966442585, 'elevation': 0, 'calories': 22.14051055908203, 'pulse': '82', 'floors': 0, 'bp': '195/55', 'steps': 25}
{'distance': 0.00872000027447939, 'elevation': 0, 'calories': 22.635269165039062, 'pulse': 200, 'floors': 0, 'bp': '84/93', 'steps': 12}
{'distance': 0.09088999778032303, 'elevation': 0, 'calories': 30.056669235229492, 'pulse': '91', 'floors': 0, 'bp': '183/39', 'steps': 125}
{'distance': 0.09523999691009521, 'elevation': 0, 'calories': 31.788330078125, 'pulse': '131', 'floors': 0, 'bp': '74/33', 'steps': 131}
{'distance': 0.05380000174045563, 'elevation': 0, 'calories': 35.622718811035156, 'pulse': 200, 'floors': 0, 'bp': '86/41', 'steps': 74}
{'distance': 0.07562000304460526, 'elevation': 0, 'calories': 28.448699951171875, 'pulse': '90', 'floors': 0, 'bp': '155/34', 'steps': 104}
{'distance': 0.03635000064969063, 'elevation': 0, 'calories': 26.098590850830078, 'pulse': '97', 'floors': 0, 'bp': '176/33', 'steps': 50}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '194', 'floors': 0, 'bp': '74/36', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': 200, 'floors': 0, 'bp': '184/69', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': 200, 'floors': 0, 'bp': '91/85', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '86', 'floors': 0, 'bp': '193/85', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': '109', 'floors': 0, 'bp': '89/94', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.553499221801758, 'pulse': 200, 'floors': 0, 'bp': '88/14', 'steps': 0}
{'distance': 0.060339998453855515, 'elevation': 0, 'calories': 35.37533950805664, 'pulse': '122', 'floors': 0, 'bp': '98/67', 'steps': 83}
{'distance': 0.010180000215768814, 'elevation': 0, 'calories': 24.490619659423828, 'pulse': '81', 'floors': 0, 'bp': '171/67', 'steps': 14}
{'distance': 0.11704999953508377, 'elevation': 0, 'calories': 44.15732955932617, 'pulse': '84', 'floors': 0, 'bp': '157/83', 'steps': 161}
{'distance': 0, 'elevation': 0, 'calories': 22.511579513549805, 'pulse': '174', 'floors': 0, 'bp': '120/31', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 23.00634002685547, 'pulse': 200, 'floors': 0, 'bp': '96/61', 'steps': 0}
{'distance': 0.175929993391037, 'elevation': 3.0480000972747803, 'calories': 41.683528900146484, 'pulse': 200, 'floors': 1, 'bp': '72/21', 'steps': 242}
{'distance': 0.136680006980896, 'elevation': 0, 'calories': 37.84914016723633, 'pulse': '163', 'floors': 0, 'bp': '73/79', 'steps': 188}
{'distance': 0.10761000216007233, 'elevation': 0, 'calories': 44.03364181518555, 'pulse': '163', 'floors': 0, 'bp': '134/57', 'steps': 148}
{'distance': 0.010180000215768814, 'elevation': 0, 'calories': 25.232759475708008, 'pulse': 200, 'floors': 0, 'bp': '189/68', 'steps': 14}
{'distance': 0.06251999735832214, 'elevation': 0, 'calories': 33.025230407714844, 'pulse': 200, 'floors': 0, 'bp': '141/83', 'steps': 86}
{'distance': 0.07851000130176544, 'elevation': 3.0480000972747803, 'calories': 33.643680572509766, 'pulse': 200, 'floors': 1, 'bp': '121/71', 'steps': 108}
{'distance': 0, 'elevation': 0, 'calories': 23.253719329833984, 'pulse': '80', 'floors': 0, 'bp': '91/88', 'steps': 0}
{'distance': 0.01962999999523163, 'elevation': 0, 'calories': 28.448699951171875, 'pulse': 200, 'floors': 0, 'bp': '84/83', 'steps': 27}
